symbol,language,region,quoteType,quoteSourceName,triggerable,currency,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,trailingAnnualDividendRate,trailingAnnualDividendYield,firstTradeDateMilliseconds,priceHint,epsTrailingTwelveMonths,epsForward,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,tradeable,marketState,earningsTimestampStart,earningsTimestampEnd,trailingPE,epsCurrentYear,priceEpsCurrentYear,prevName,nameChangeDate,dividendDate,displayName
8KMILES.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,8K MILES SOFTWARE,8K Miles Software Services Limited,finmb_20963387,Asia/Kolkata,IST,19800000.0,in_market,False,3.699997,4.94652,1608717565.0,78.5,78.5,74.8 - 78.5,74.8,31741.0,74.8,0.0,0.0,0.0,0.0,NSE,INR,76.0,58311.0,31329.0,57.9,2.8106797,20.6 - 112.85,-34.35,-0.30438635,20.6,112.85,1494413940.0,7.0,0.09358288,1390967100000.0,2.0,-39.31,52.98,30517600.0,8.12,84.729416,-6.229416,-0.073521286,50.659714,27.840286,0.54955477,2378259456.0,1.4816912,9.667488,15.0,15.0,False,POSTPOST,,,,,,,,,
AARVI.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,Aarvi Encon Limited,Aarvi Encon Limited,finmb_411095137,Asia/Kolkata,IST,19800000.0,in_market,False,0.0,0.0,1608717590.0,41.05,43.45,40.0 - 43.45,40.0,4433.0,41.05,0.0,0.0,,,NSE,INR,43.45,4709.0,16609.0,20.9,1.0372208,20.15 - 49.8,-8.75,-0.17570281,20.15,49.8,1597316340.0,1.0,0.024360536,1507261500000.0,2.0,6.351,,14784000.0,45.102,39.3,1.75,0.044529263,31.152878,9.897121,0.31769526,606883200.0,,0.9101592,15.0,15.0,False,POSTPOST,1597316340.0,1597316340.0,6.463549,,,,,,
ABAN.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ABAN OFFSHORE,Aban Offshore Limited,finmb_882596,Asia/Kolkata,IST,19800000.0,in_market,False,0.29999924,1.0968894,1608717597.0,27.65,28.3,26.85 - 28.3,26.85,47606.0,27.35,0.0,0.0,0.0,0.0,NSE,INR,27.8,78627.0,97963.0,14.799999,1.1517509,12.85 - 34.95,-7.300001,-0.20886984,12.85,34.95,1549295940.0,3.6,0.13162705,1029123900000.0,2.0,-1476.578,50.16,58365300.0,-2622.449,26.794117,0.85588264,0.03194293,25.683453,1.966547,0.07656864,1613800576.0,0.55123603,-0.010543579,15.0,15.0,False,POSTPOST,1549295940.0,1549295940.0,,,,,,,
ABBOTINDIA.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ABBOTT INDIA LTD,Abbott India Limited,finmb_9608883,Asia/Kolkata,IST,19800000.0,in_market,False,267.25,1.7230709,1608717597.0,15777.35,15900.0,15526.0 - 15900.0,15526.0,17990.0,15510.1,0.0,0.0,0.0,0.0,NSE,INR,15643.5,12004.0,24585.0,3590.8496,0.294658,12186.5 - 18679.8,-2902.4512,-0.15537913,12186.5,18679.8,,107.0,0.0068987305,1029123900000.0,2.0,310.007,,21249300.0,1064.659,15581.221,196.1289,0.012587518,15924.337,-146.9873,-0.009230357,334866350080.0,,14.819157,15.0,15.0,False,POSTPOST,,,50.893528,,,,,,
ABIRLANUVO.NS,en-US,US,MUTUALFUND,Delayed Quote,False,,YHD,ADITYA BIRLA NUVO INR10,,,America/New_York,EST,-18000000.0,us_market,False,,,1561759658.0,,,,,,,,,,,YHD,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,15.0,0.0,False,PRE,,,,,,,,,
ABMINTLTD.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ABM INTERNATIONAL,ABM International Limited,finmb_183636916,Asia/Kolkata,IST,19800000.0,in_market,False,1.1500015,4.989161,1608715585.0,24.2,24.2,23.05 - 24.2,23.05,393.0,23.05,0.0,0.0,0.0,0.0,NSE,INR,23.05,957.0,967.0,12.200001,1.0166668,12.0 - 41.7,-17.5,-0.41966426,12.0,41.7,,0.042,0.0018221259,1467171900000.0,2.0,-3.381,,11760000.0,11.492,24.02794,0.17206001,0.007160831,20.854677,3.3453236,0.1604112,284592000.0,,2.1058128,15.0,15.0,False,POSTPOST,,,,,,,,,
ACC.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ACC LIMITED,ACC Limited,finmb_873802,Asia/Kolkata,IST,19800000.0,in_market,False,13.900024,0.88820887,1608717600.0,1578.85,1583.0,1541.0 - 1583.0,1541.0,1079470.0,1564.95,0.0,0.0,0.0,0.0,NSE,INR,1547.0,1652703.0,1310019.0,683.69995,0.7637825,895.15 - 1785.0,-206.15002,-0.11549021,895.15,1785.0,1603105140.0,14.0,0.008945973,1025495100000.0,2.0,65.409,69.31,187787008.0,632.36,1668.2457,-89.39575,-0.05358668,1460.6182,118.23181,0.08094642,296356446208.0,22.779541,2.4967582,15.0,15.0,False,POSTPOST,1612522740.0,1612872000.0,24.138117,,,,,,
ACCELYA.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ACCELYA SOLUTIONS,Accelya Solutions India Limited,finmb_141035,Asia/Kolkata,IST,19800000.0,in_market,False,30.0,3.2397408,1608717546.0,956.0,975.0,930.55 - 975.0,930.55,5227.0,926.0,0.0,0.0,0.0,0.0,NSE,INR,930.55,13936.0,17545.0,156.0,0.195,800.0 - 1130.0,-174.0,-0.1539823,800.0,1130.0,1603796340.0,10.0,0.010799136,1025495100000.0,2.0,37.713,72.4,14926300.0,163.976,896.77057,59.22943,0.066047475,965.268,-9.268005,-0.009601484,14280919040.0,13.204419,5.8301215,15.0,15.0,False,POSTPOST,1603796340.0,1603796340.0,25.349348,,,,,,
ACE.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ACTION CONSTRUCT,Action Construction Equipment Limited,finmb_26813921,Asia/Kolkata,IST,19800000.0,in_market,False,7.599991,5.7970943,1608717598.0,138.7,139.4,130.7 - 139.4,130.7,757397.0,131.1,0.0,0.0,0.0,0.0,NSE,INR,131.95,545711.0,1033412.0,107.35,3.4242423,31.35 - 141.4,-2.699997,-0.019094747,31.35,141.4,,0.5,0.0038138824,1159242300000.0,2.0,3.215,9.6,113483000.0,40.021,103.479996,35.22,0.34035566,73.303215,65.39678,0.8921407,15758678016.0,14.447916,3.4656804,15.0,15.0,False,POSTPOST,,,43.141525,6.47,21.437403,,,,
ADANIENT.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ADANI ENTERPRISES,Adani Enterprises Limited,finmb_883013,Asia/Kolkata,IST,19800000.0,in_market,False,4.8000183,1.0462116,1608717601.0,463.6,466.8,454.2 - 466.8,454.2,4600814.0,458.8,0.0,0.0,0.0,0.0,NSE,INR,458.0,5521309.0,4770835.0,347.2,2.982818,116.4 - 473.95,-10.350006,-0.02183776,116.4,473.95,,1.0,0.002179599,1025495100000.0,2.0,8.0,,1099810048.0,153.197,410.19165,53.408356,0.13020343,277.91418,185.68582,0.6681408,510228889600.0,,3.0261688,15.0,15.0,False,POSTPOST,,,57.95,,,,,,
ADANIGAS.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ADANI GAS LTD,Adani Gas Limited,finmb_110011311,Asia/Kolkata,IST,19800000.0,in_market,False,11.300018,3.1515882,1608717600.0,369.85,371.95,359.0 - 371.95,359.0,2548742.0,358.55,0.0,0.0,0.0,0.0,NSE,INR,361.7,3370490.0,1979349.0,293.25,3.828329,76.6 - 382.65,-12.799988,-0.0334509,76.6,382.65,,0.25,0.00069725286,1541388600000.0,2.0,3.738,,1099810048.0,14.933,317.95,51.899994,0.16323319,208.96738,160.88263,0.7698935,406221029376.0,,24.767296,15.0,15.0,False,POSTPOST,,,98.94329,,,,,,
ADANIPORTS.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ADANI PORT SPECIAL,Adani Ports and Special Economic Zone Limited,finmb_27674009,Asia/Kolkata,IST,19800000.0,in_market,False,2.100006,0.44809693,1608717599.0,470.75,476.7,462.5 - 476.7,462.5,7941608.0,468.65,0.0,0.0,0.0,0.0,NSE,INR,467.15,7084115.0,7542024.0,267.75,1.3189656,203.0 - 480.45,-9.700012,-0.02018943,203.0,480.45,,3.2,0.0068281237,1196135100000.0,2.0,18.859,22.03,2031750016.0,136.795,414.9125,55.837494,0.13457654,360.9961,109.75391,0.30403072,955631927296.0,21.368587,3.4412808,15.0,15.0,False,POSTPOST,,,24.961557,,,,,,
ADFFOODS.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ADF FOODS LTD,ADF Foods Limited,finmb_20332663,Asia/Kolkata,IST,19800000.0,in_market,False,-1.5499878,-0.2750156,1608717599.0,562.05,573.0,542.0 - 573.0,542.0,38667.0,563.6,0.0,0.0,0.0,0.0,NSE,INR,568.0,108950.0,91056.0,439.0,3.5676553,123.05 - 631.5,-69.45001,-0.10997627,123.05,631.5,,3.0,0.0053229243,1284522300000.0,2.0,22.729,,20022700.0,113.369,492.66528,69.384705,0.14083539,393.71454,168.33545,0.4275571,11169113088.0,,4.957704,15.0,15.0,False,POSTPOST,,,24.72832,,,,,,
ADORWELD.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ADOR WELDING,Ador Welding Limited,finmb_881077,Asia/Kolkata,IST,19800000.0,in_market,False,9.399994,3.6935143,1608717596.0,263.9,265.95,253.75 - 265.95,253.75,22654.0,254.5,0.0,0.0,0.0,0.0,NSE,INR,260.0,30541.0,94845.0,105.399994,0.66498417,158.5 - 358.65,-94.75,-0.26418513,158.5,358.65,,0.0,0.0,1025495100000.0,2.0,7.097,,13598500.0,177.795,257.4457,6.4542847,0.02507047,256.5957,7.304291,0.028466146,3584500736.0,,1.4842937,15.0,15.0,False,POSTPOST,,,37.184723,,,,,,
ADROITINFO.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ADROIT INFOTECH LT,Adroit Infotech Limited,finmb_20336185,Asia/Kolkata,IST,19800000.0,in_market,False,0.40000057,4.4692802,1608717213.0,9.35,9.35,8.95 - 9.35,8.95,4494.0,8.95,0.0,0.0,0.0,0.0,NSE,INR,8.95,6175.0,11428.0,4.7500005,1.0326089,4.6 - 10.6,-1.25,-0.11792453,4.6,10.6,,,,1444707900000.0,2.0,-16.454,,18267400.0,3.942,6.8014708,2.5485296,0.37470272,7.1334534,2.216547,0.31072566,152021664.0,,2.3718927,15.0,15.0,False,POSTPOST,,,,,,,,,
ADSL.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ALLIED DIGITAL SER,Allied Digital Services Limited,finmb_32582825,Asia/Kolkata,IST,19800000.0,in_market,False,1.3999996,4.8442893,1608717579.0,30.3,30.3,29.05 - 30.3,29.05,84096.0,28.9,0.0,0.0,0.0,0.0,NSE,INR,29.85,160986.0,177850.0,19.8,1.8857142,10.5 - 31.85,-1.5500011,-0.048665654,10.5,31.85,,0.5,0.017301038,1185335100000.0,2.0,2.709,,50205500.0,91.359,25.732353,4.567646,0.17750596,21.773382,8.526617,0.39160737,1521226624.0,,0.3316586,15.0,15.0,False,POSTPOST,,,11.184938,,,,,,
AEGISCHEM.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,AEGIS LOGISTICS,Aegis Logistics Limited,finmb_880782,Asia/Kolkata,IST,19800000.0,in_market,False,5.75,2.4473293,1608717580.0,240.7,244.0,235.1 - 244.0,235.1,174481.0,234.95,0.0,0.0,0.0,0.0,NSE,INR,236.7,259844.0,230578.0,133.45,1.244289,107.25 - 275.3,-34.59999,-0.12568104,107.25,275.3,,1.2,0.00510747,1025495100000.0,2.0,4.834,,345332992.0,51.186,235.00143,5.6985626,0.024249054,210.71715,29.98285,0.14228955,82841239552.0,,4.7024574,15.0,15.0,False,POSTPOST,,,49.79313,,,,,,
AHLEAST.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ASIAN HOTELS (EAST,Asian Hotels (East) Limited,finmb_111620423,Asia/Kolkata,IST,19800000.0,in_market,False,6.850006,4.237554,1608716444.0,168.5,170.95,162.95 - 170.95,162.95,1297.0,161.65,0.0,0.0,0.0,0.0,NSE,INR,168.95,3224.0,10578.0,57.1,0.5125673,111.4 - 222.4,-53.899994,-0.24235609,111.4,222.4,,2.5,0.015465513,1281498300000.0,2.0,-6.516,18.83,11527800.0,658.803,146.00882,22.49118,0.15403987,144.24316,24.256836,0.16816628,1956049152.0,8.948486,0.2557669,15.0,15.0,False,POSTPOST,,,,,,,,,
AHLUCONT.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,AHLUWALIA CONT LTD,Ahluwalia Contracts (India) Limited,finmb_12454798,Asia/Kolkata,IST,19800000.0,in_market,False,3.899994,1.5719444,1608717598.0,252.0,255.0,243.1 - 255.0,243.1,8774.0,248.1,0.0,0.0,0.0,0.0,NSE,INR,250.0,29863.0,20341.0,116.0,0.85294116,136.0 - 370.0,-118.0,-0.3189189,136.0,370.0,,0.3,0.0012091899,1260762300000.0,2.0,7.86,,66987600.0,123.631,244.09,7.9100037,0.032406095,231.98679,20.013214,0.08626877,16777882624.0,,2.0383239,15.0,15.0,False,POSTPOST,,,32.06107,,,,,,
AIAENG.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,AIA ENGINEERING,AIA Engineering Limited,finmb_24629985,Asia/Kolkata,IST,19800000.0,in_market,False,2.3000488,0.11566753,1608717600.0,1990.8,2020.0,1981.0 - 2020.0,1981.0,9564.0,1988.5,0.0,0.0,0.0,0.0,NSE,INR,1988.5,47938.0,113175.0,888.6001,0.80620587,1102.2 - 2184.25,-193.44995,-0.08856585,1102.2,2184.25,1604296800.0,0.0,0.0,1134531900000.0,2.0,60.531,66.81,94320400.0,419.535,1887.222,103.578,0.054883845,1753.6918,237.10828,0.13520522,187773059072.0,29.797935,4.7452536,15.0,15.0,False,POSTPOST,1613300340.0,1613390400.0,32.888935,,,,,,
AIFL.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ASHAPURA INTI FASHION LTD,Ashapura Intimates Fashion Limited,finmb_228997522,Asia/Kolkata,IST,19800000.0,in_market,False,0.0,0.0,1580118896.0,1.55,1.55,1.45 - 1.55,1.45,38316.0,1.55,0.0,0.0,0.0,0.0,NSE,INR,1.55,0.0,0.0,0.14999998,0.10714284,1.4 - 1.55,0.0,0.0,1.4,1.55,,1.25,0.8064516,1449027900000.0,4.0,-195.841,9.69,25211400.0,-108.894,1.55,0.0,0.0,1.55,0.0,0.0,34035364.0,0.15995872,-0.014234026,15.0,15.0,False,POSTPOST,,,,,,,,,
AJMERA.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,AJMERA REALTY & IN,Ajmera Realty & Infra India Limited,finmb_20359673,Asia/Kolkata,IST,19800000.0,in_market,False,7.550003,5.966024,1608717601.0,134.1,136.5,128.45 - 136.5,128.45,245176.0,126.55,0.0,0.0,0.0,0.0,NSE,INR,128.45,314491.0,472643.0,81.600006,1.5542859,52.5 - 155.6,-21.5,-0.1381748,52.5,155.6,,3.3,0.026076648,1159328700000.0,2.0,5.734,24.32,35484900.0,182.533,108.292854,25.807152,0.2383089,90.843925,43.25608,0.4761582,4769923584.0,5.5139804,0.7346617,15.0,15.0,False,POSTPOST,,,23.386816,20.73,6.468886,,,,
AKZOINDIA.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,AKZO NOBEL INDIA,Akzo Nobel India Limited,finmb_874559,Asia/Kolkata,IST,19800000.0,in_market,False,6.949951,0.31521198,1608717578.0,2211.8,2270.0,2180.35 - 2270.0,2180.35,12335.0,2204.85,0.0,0.0,0.0,0.0,NSE,INR,2185.0,11614.0,9487.0,461.80005,0.26388574,1750.0 - 2500.0,-288.19995,-0.11527998,1750.0,2500.0,,14.0,0.006349638,1025495100000.0,2.0,38.884,,45540300.0,267.444,2120.2778,91.52222,0.0431652,2010.1295,201.67053,0.100327134,100726038528.0,,8.270143,15.0,15.0,False,POSTPOST,,,56.88201,,,,,,
ALICON.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ALICON CASTALLOY L,Alicon Castalloy Limited,finmb_20342915,Asia/Kolkata,IST,19800000.0,in_market,False,18.149994,5.677195,1608717585.0,337.85,342.8,322.95 - 342.8,322.95,8173.0,319.7,0.0,0.0,0.0,0.0,NSE,INR,338.9,5427.0,6707.0,180.75,1.1505411,157.1 - 450.45,-112.600006,-0.24997225,157.1,450.45,,0.0,0.0,1159847100000.0,2.0,-26.194,32.73,13910100.0,201.511,330.4809,7.36911,0.022298142,306.7288,31.121216,0.10146167,4634288640.0,10.322334,1.6765834,15.0,15.0,False,POSTPOST,,,,26.47,12.763507,,,,
ALKYLAMINE.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ALKYL AMINES,Alkyl Amines Chemicals Limited,finmb_8087542,Asia/Kolkata,IST,19800000.0,in_market,False,195.80005,5.2713065,1608717598.0,3910.25,3923.25,3725.0 - 3923.25,3725.0,49788.0,3714.45,0.0,0.0,0.0,0.0,NSE,INR,3740.0,37573.0,29696.0,2889.2,2.829636,1021.05 - 4172.1,-261.8501,-0.06276218,1021.05,4172.1,,10.0,0.0026921886,1196048700000.0,2.0,111.441,,20412700.0,310.772,3627.8806,282.3694,0.07783315,2964.7722,945.4778,0.318904,79782002688.0,,12.582376,15.0,15.0,False,POSTPOST,,,35.088074,,,,,,
AMBER.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,AMBER ENTERPRISES,Amber Enterprises India Limited,finmb_32562100,Asia/Kolkata,IST,19800000.0,in_market,False,25.449951,1.1141003,1608717594.0,2309.8,2325.0,2290.0 - 2325.0,2290.0,99042.0,2284.35,0.0,0.0,0.0,0.0,NSE,INR,2294.3,235416.0,129258.0,1388.9,1.5081985,920.9 - 2544.2,-234.3999,-0.092131086,920.9,2544.2,1549641540.0,1.6,0.000700418,1517283900000.0,2.0,20.468,34.9,33693700.0,471.594,2289.5833,20.216797,0.008829903,1903.4738,406.3263,0.21346566,77825712128.0,66.18338,4.897857,15.0,15.0,False,POSTPOST,1565002740.0,1565352000.0,112.84933,,,,,,
AMJLAND.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,AMJ LAND HOLDINGS,AMJ Land Holdings Limited,finmb_881170,Asia/Kolkata,IST,19800000.0,in_market,False,0.6000004,2.2140236,1608717584.0,27.7,28.45,26.5 - 28.45,26.5,25405.0,27.1,0.0,0.0,0.0,0.0,NSE,INR,27.45,52589.0,62264.0,15.150001,1.2071713,12.55 - 29.4,-1.6999989,-0.05782309,12.55,29.4,,0.2,0.007380074,1025495100000.0,2.0,2.835,,41000000.0,26.149,23.541176,4.158825,0.17666173,20.08633,7.6136703,0.37904736,1142215040.0,,1.059314,15.0,15.0,False,POSTPOST,,,9.770723,,,,,,
ANDHRSUGAR.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ANDHRA SUGARS,The Andhra Sugars Limited,finmb_9638695,Asia/Kolkata,IST,19800000.0,in_market,False,13.450012,4.494574,1608717580.0,312.7,317.95,299.95 - 317.95,299.95,95447.0,299.25,0.0,0.0,0.0,0.0,NSE,INR,306.6,52354.0,143143.0,195.65001,1.671508,117.05 - 392.0,-79.29999,-0.20229588,117.05,392.0,,20.0,0.06683375,1025495100000.0,2.0,58.858,,27107100.0,465.176,298.15286,14.54715,0.04879091,295.31894,17.381073,0.05885526,8548280320.0,,0.67221874,15.0,15.0,False,POSTPOST,,,5.3127866,,,,,,
ANSALHSG.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ANSAL HOUSING LTD,Ansal Housing Limited,finmb_20333036,Asia/Kolkata,IST,19800000.0,in_market,False,0.25,4.6296296,1608716275.0,5.65,5.65,5.25 - 5.65,5.25,37682.0,5.4,0.0,0.0,0.0,0.0,NSE,INR,5.25,37281.0,94103.0,3.1000001,1.2156863,2.55 - 6.05,-0.4000001,-0.066115715,2.55,6.05,,0.6,0.11111111,1160106300000.0,2.0,-9.433,,59385800.0,36.543,4.53,1.1199999,0.24724059,4.195,1.4549999,0.34684145,333682784.0,,0.15461238,15.0,15.0,False,POSTPOST,,,,,,,,,
APARINDS.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,APAR INDUSTRY LTD,Apar Industries Limited,finmb_12704255,Asia/Kolkata,IST,19800000.0,in_market,False,15.200012,4.617959,1608717566.0,344.35,347.4,330.65 - 347.4,330.65,35892.0,329.15,0.0,0.0,0.0,0.0,NSE,INR,330.7,43024.0,65126.0,105.15001,0.43959033,239.2 - 468.8,-124.44998,-0.265465,239.2,468.8,,0.0,0.0,1089603900000.0,2.0,23.626,69.58,38268600.0,331.864,340.39264,3.957367,0.011625889,318.62085,25.729156,0.08075164,13144666112.0,4.9489794,1.0376238,15.0,15.0,False,POSTPOST,,,14.575045,57.83,5.9545217,,,,
APCL.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ANJANI PRTLND CEMT,Anjani Portland Cement Limited,finmb_20333027,Asia/Kolkata,IST,19800000.0,in_market,False,12.399994,6.424867,1608717596.0,205.4,208.0,190.0 - 208.0,190.0,56656.0,193.0,0.0,0.0,0.0,0.0,NSE,INR,195.0,91932.0,38277.0,121.899994,1.4598801,83.5 - 235.7,-30.300003,-0.12855326,83.5,235.7,,5.0,0.025906736,1491795900000.0,2.0,21.368,,25285700.0,119.176,207.79143,-2.3914337,-0.011508818,173.93321,31.466782,0.18091302,5182652416.0,,1.7235013,15.0,15.0,False,POSTPOST,,,9.612504,,,,,,
APEX.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,APEX FROZEN FOODS,Apex Frozen Foods Limited,finmb_277915281,Asia/Kolkata,IST,19800000.0,in_market,False,7.0999756,2.3990457,1608717585.0,303.05,304.5,294.75 - 304.5,294.75,96164.0,295.95,0.0,0.0,0.0,0.0,NSE,INR,298.0,164936.0,276981.0,171.04999,1.2958332,132.0 - 25700.0,-25396.95,-0.9882081,132.0,25700.0,,2.0,0.006757898,1504583100000.0,2.0,20.506,48.81,31250000.0,137.214,286.77856,16.271423,0.05673863,439.19464,-136.14465,-0.30998707,9475161088.0,6.2087684,2.2085936,15.0,15.0,False,POSTPOST,,,14.778601,26.88,11.274181,,,,
APLLTD.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ALEMBIC PHARMACEUT,Alembic Pharmaceuticals Limited,finmb_108762263,Asia/Kolkata,IST,19800000.0,in_market,False,10.200073,0.96903604,1608717588.0,1062.8,1080.0,1050.8 - 1080.0,1050.8,139160.0,1052.6,0.0,0.0,0.0,0.0,NSE,INR,1057.0,314103.0,282557.0,628.00006,1.4443424,434.8 - 1145.0,-82.19995,-0.07179035,434.8,1145.0,1603364340.0,0.0,0.0,1316490300000.0,2.0,57.641,29.14,196563008.0,236.832,1013.23285,49.5672,0.04891985,970.1836,92.616455,0.095462814,208806199296.0,36.472206,4.4875693,15.0,15.0,False,POSTPOST,1603364340.0,1603364340.0,18.438265,,,,,,
APOLLOHOSP.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,APOLLO HOSPITALS.,Apollo Hospitals Enterprise Limited,finmb_8888162,Asia/Kolkata,IST,19800000.0,in_market,False,25.449951,1.056738,1608717596.0,2433.8,2460.9,2390.0 - 2460.9,2390.0,1093660.0,2408.35,0.0,0.0,0.0,0.0,NSE,INR,2390.0,1736216.0,1078705.0,1386.75,1.3244352,1047.05 - 2520.0,-86.19995,-0.03420633,1047.05,2520.0,,2.75,0.0011418606,1025495100000.0,2.0,11.754,29.32,139124992.0,225.396,2303.47,130.33008,0.05657989,1858.0647,575.73535,0.30985755,338602426368.0,83.00819,10.797885,15.0,15.0,False,POSTPOST,,,207.06143,,,,,,
APOLLOTYRE.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,APOLLO TYRES,Apollo Tyres Limited,finmb_878338,Asia/Kolkata,IST,19800000.0,in_market,False,3.199997,1.8290924,1608717599.0,178.15,179.9,173.6 - 179.9,173.6,7669668.0,174.95,0.0,0.0,0.0,0.0,NSE,INR,175.75,8014427.0,11255962.0,104.74999,1.4271116,73.4 - 200.0,-21.850006,-0.10925003,73.4,200.0,,0.0,0.0,1009856700000.0,2.0,5.41,20.8,635100992.0,175.32,175.90277,2.247223,0.01277537,135.51135,42.63864,0.31464997,113239080960.0,8.564904,1.0161419,15.0,15.0,False,POSTPOST,,,32.92976,,,,,,
APOLSINHOT.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,APOLLO SINDOORI HO,Apollo Sindoori Hotels Limited,finmb_60419588,Asia/Kolkata,IST,19800000.0,in_market,False,48.350037,8.683556,1608717597.0,605.15,625.0,525.6 - 625.0,525.6,8056.0,556.8,0.0,0.0,0.0,0.0,NSE,INR,540.05,2909.0,2133.0,325.15002,1.1612501,280.0 - 784.0,-178.84998,-0.22812498,280.0,784.0,,2.0,0.003591954,1424058300000.0,2.0,36.067,,2600400.0,316.123,591.4647,13.685303,0.023137987,546.1058,59.04425,0.108118705,1573632128.0,,1.9142867,15.0,15.0,False,POSTPOST,,,16.778496,,,,,,
APTECHT.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,APTECH LTD,Aptech Limited,finmb_1062730,Asia/Kolkata,IST,19800000.0,in_market,False,1.6499939,1.1051533,1608717592.0,150.95,154.65,148.15 - 154.65,148.15,718505.0,149.3,0.0,0.0,0.0,0.0,NSE,INR,151.0,464083.0,1434301.0,85.399994,1.3028221,65.55 - 191.55,-40.600006,-0.21195513,65.55,191.55,1495623540.0,0.0,0.0,1033098300000.0,2.0,-1.309,5.43,40566400.0,63.667,124.825714,26.124283,0.20928606,116.693214,34.256783,0.29356277,6107995136.0,27.799263,2.37093,15.0,15.0,False,POSTPOST,1516618740.0,1516968000.0,,,,,,,
ARCHIES.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,ARCHIES LTD.,Archies Limited,finmb_20333117,Asia/Kolkata,IST,19800000.0,in_market,False,0.5,3.7313435,1608717516.0,13.9,14.0,13.3 - 14.0,13.3,54723.0,13.4,0.0,0.0,0.0,0.0,NSE,INR,13.4,82151.0,96351.0,5.8499994,0.726708,8.05 - 19.8,-5.8999996,-0.2979798,8.05,19.8,,0.3,0.022388062,1029123900000.0,2.0,-1.474,,33780000.0,31.587,13.410295,0.4897051,0.036517102,12.372302,1.5276976,0.12347723,470232832.0,,0.44005445,15.0,15.0,False,POSTPOST,,,,,,,,,
